Count,Index,DialogID,Dialog,Agreed emotion (2/3 vote),Worker 1 answer,Worker 2 answer,Worker 3 answer
5185,0.9-1616245,4367519,I didn 't kill that kid .,Faithful,Faithful,Guilty,Faithful
5186,0.9-1434076,3887661,"Just kidding !
The doctor said I 'll be able to run soon .",Hopeful,Hopeful,Hopeful,Anticipating
5187,0.9-1631694,4411451,"Frank , what do you think of the success the Wog Boy ?
The best thing since me in one night have three women make pipes .",-,Confident,Impressed,Proud
5188,0.9-1723985,4662967,"Hey , what 'd you get ?
Boring . Everyone else got a picture .",Lonely,Lonely,Lonely,Sad
5189,0.9-1773797,4793129,We got married !,Excited,Joyful,Excited,Excited
5190,0.9-1716600,4642940,I just wanna be alone ...,-,Nostalgic,Lonely,Sad
5191,0.9-1476785,4001525,"Let 's get going ?
It was great . Like in the good old days . Funny that people say , 'You can 't come back to your past ' .",Sentimental,Sentimental,Sentimental,Nostalgic
5192,0.9-1718212,4647510,"What time is it , you 're still in bed ?
Quickly get ready and go to the Young Master .",Prepared,Prepared,Anxious,Prepared
5193,0.9-1662058,4496497,"Now , please .
Please ! Must I remind you , this is a company photo !
So smile . Look proud ... to be part of this fine outfit !",Joyful,Proud,Joyful,Joyful
5194,0.8-3697,3644567,"Found his SUV in the turnout after closing , so I scoped out the area . He should have been wearing his orange vest .
Bullet looks like a through-and-through . He bled out .
Hunting rifle .
Winchester T0 .
What are you doing there ? Checking liver temperature .
Estimating time of death Should be a total of five bullets . Four in the magazine . One in the chamber . All accounted for . This rifle was never fired 88.6 . That 's 10 degrees below normal .
So he died 10 hours ago .",Devastated,Sad,Devastated,Devastated
5195,0.9-1582694,4278040,I put her things in the boxes .,Nostalgic,Nostalgic,Nostalgic,Sentimental
5196,0.9-1658275,4484761,I ' m surprised to see you here .,Surprised,Surprised,Surprised,Impressed
5197,0.9-3239064,8759245,"Are you going past the fridge ? Can you get me a Fresca ?
Well , what do we usually do ?
You make some "" I 'm gonna get Dr. Venture "" speech ... and then , you know .
Well , we can 't do that .
Man , this is sad .
Crap , you scared me !
Don 't you have nothing else to do but harp on Dr. Venture ? Why haven 't you tried the world domination thing ?
You afraid of the big leagues ? Please , how stupid do I look to you ?
World domination . I 'll leave that to the religious nuts and the Republicans , thank you . But I wouldn 't be so quick to judge . The Monarch has his hands in many sinister soups . It 's just an off day .
I thought my birthdays were lame .
Well , the good news is you don 't have a parasite . The bad news is that you have a condition ... known as acute testicular torsion .
What does that mean ? Well , in a nutshell ... no pun intended ... your balls pulled a one-eighty . In a way , you 're kind of lucky . It only happens to one in four thousand . It 's like you won the genetic freak lottery .
I blame myself .
Oh , there 's nothing you could have done . I could have fixed this in the prototype phase .
Don 't be so hard on yourself . Raising a son is an experiment no scientist is prepared for .
That 's beautiful , Billy .
Thanks . I just came up with that .
Come on ! They have one female servicing a large group of males .
That implies a species that lays eggs .
Oh , my God , you 're crazy . They are so obviously mammals ! Please ! She 'd be in estrus 24 / 7 if she didn 't lay eggs .
Smurfs don 't lay eggs !
I won 't tell you this again .
Papa Smurf has a - ing beard .
They 're mammals !
Well , what happens now ?
We have a couple of options here . We can do nothing . It 'll probably keep swelling ... and let me tell you ... that beach ball you 're packing down there ... can 't afford that .
Or I could perform orchiopexy . That means he wants to operate on you ... and you know , tie it down .
No way ! He 's not gonna operate on me !
Dad , can 't you fix this ! Aren 't you a doctor ?
Make it go away ! Please !
Take it easy , Dean .
Well , what happens if we wait ?
That 's not so good . My guess is that in a couple of hours ... your son 's testes are going to die , then atrophy .
Think raisins . Or better yet ... you know when you 're eating peanuts ... and you crack one open and the little nut is all dark ... and crammed into one corner ... You 're finished , right ?
As for untwisting them , I don 't know which way they spun . Unless you 're that guy from INX S and that 's , like , your thing ... the pain would be excruciating .
All right ! Let 's just get this over with . Nurse , prep the patient and shave the region .
Nurse ? You said I was your technician . Do you have to shave it ?
I just grew those . Distress call from cellblock "" C.
Excellent ! Put it up on the big screen ! I want the captives to see it .
Where 's the big guy ? He 's gonna miss this .
Boss , there 's a monster down here ! I think it was two ninjas taped together to make one giant ninja . I saw it climb the wall .
It was a giant spider !",Terrified,Terrified,Afraid,Terrified
5198,0.9-1743659,4714984,"This is a personal check ?
It 's the first installment of my trust .",Trusting,Trusting,Trusting,Hopeful
5199,0.9-1624808,4391565,"Delicious , isn 't it ?
I know why you 're sad .",Caring,Caring,Caring,Agreeing
5200,0.9-1473608,3993180,"oh , you 're pretty good !",-,Agreeing,Neutral,Acknowledging
5201,0.9-1600462,4325066,"All right , yours is done .
Yours , too .
All right , take a look . Okay . Girlz Rule "" with a "" Z. This is so awesome .
I hope you like yours .",Encouraging,Encouraging,Consoling,Encouraging
5202,0.9-2291268,6121559,"It 'll get better , Han .",Hopeful,Hopeful,Hopeful,Consoling
5203,0.9-1760260,4758000,"Why isn 't she here yet ?
Sorry , I need to go somewhere .",Sympathizing,Sympathizing,Sympathizing,Sympathizing
5204,0.9-1666695,4509990,"The dream again ?
Maybe it 's time to see Granny .",-,Suggesting,Nostalgic,Apprehensive
5205,0.9-1585910,4287190,"How does it feel , you son of a bitch ?",Questioning,Questioning,Angry,Questioning
5206,0.9-1758975,4754949,"It 's time for me to kidnap the Mermaid .
Good job , Lena !",Acknowledging,Acknowledging,Wishing,Acknowledging
5207,0.9-1443210,3912862,"She said you were a screenwriter ?
Yeah , i used to say that ... but not now .",Acknowledging,Acknowledging,Acknowledging,Agreeing
5208,0.8-3889,3852212,"So stupid .
We have no idea where were goin !
Come on , guys ! Cant be walkin in the dark .",Afraid,Afraid,Afraid,Terrified
5209,0.8-5085,5061695,Fucking shit !,Furious,Furious,Angry,Furious
5210,0.9-2128171,5702203,"A nice , cold water .
Coming right up .
Are you going to come serve me ? How can you speak to me like that ?
Is it because I 'm a simple waiter ? Is that it ?
I have a sense of dignity , sir .
The English are worse than the Parisians !
I won 't wait on rude people . Get out of here .
Hey ! Why didn 't you sit down ?
I was exploring the country .
Here 's your medicine . Take one straight away . Hang on , I 'll get a glass of water . Lolo ?
Did you speak to my dad ?
Yes , the bailiff and another guy are at the castle . You have to go back right away . Now you 're telling me !
I can 't help it if the phone cuts off when it wants .",Annoyed,Annoyed,Apprehensive,Annoyed
5211,0.9-1526445,4131674,I 've waited for that bitch for a long time .,Anticipating,Anticipating,Anticipating,Anticipating
5212,0.7-2328,3405495,Getting nervous with so many people around ?,Anxious,Questioning,Anxious,Anxious
5213,0.9-1608899,4348214,I wasn 't sure if you were gonna come .,-,Apprehensive,Anxious,Uncertainty  (Other)
5214,0.9-1678356,4540651,"Let me see ya licence and registration .
Are you the police ?
Whadda you kids doing with this here gun ?
Officer , listen ! I 'm seriously injured . I 'm from Germany , okay ! ?
These things can be pretty dangerous .
Officer , our friend , she 's really in big trouble !
Shut the fuck up ! We met those guys in the internet and we thought it would be funny to make a date with ' em .
You are such a douche bag . And you 're the biggest slut in High School .",Ashamed,Disgusted,Ashamed,Ashamed
5215,0.9-1589104,4296121,"It 's FBI business . You know I can 't talk about it .
When will you be back ?
Couple of days . We have cocktails at the Pedersens ' Friday night .
If I 'm not back , take your little friend Beth . For God sakes . I 'm just helping her out . She 's having a hard time keeping up .",Caring,Caring,Trusting,Caring
5216,0.9-1873120,5038237,"Okay , open your eyes .
I 'm doing it !",Confident,Proud,Confident,Confident
5217,0.9-1631551,4410867,"Help me !
Everything 's all right now .",Content,Content,Joyful,Content
5218,0.9-1590932,4300592,This was destroyed in the Drexler bombing . I can 't move this .,Devastated,Devastated,Devastated,Devastated
5219,0.9-3008500,8117478,"He sent it back ? And he 's leaving .
Okay , nobody touch that !
Animals !
What the hell is going on ?
Do you want me to embarrass you in front of your patrons ?
Do you really think I care about that ?
Okay . What the hell 's going on ?
Hello , gents . Don 't mind me . All right , Jack . That meal was adequate ... but hardly heart-stopping . You 're holding back .
I put everything I had into that meal . It 's killing me killing you .
Oh , come on , Jack . What ? You used two tablespoons of butter at the most .
No ! I-You can 't know that ? How can you know that ?
You always show such promise . Then , in the end , you let me down .",Devastated,Devastated,Devastated,Disappointed
5220,0.9-1572255,4250240,"What 's up ? They taste great .
Urgh , you 're disgusting !",Disgusted,Disgusted,Disgusted,Disgusted
5221,0.9-1796278,4853868,"He 's so smart .
You 're right. very smart . And very cute . Just like its owner .
Wingwon . you must take all your pills. okay ?
Yes. take all your medicine .
Excuse me. I am Mrs. Sompit 's son . We met the other day at the school. remember ?",Ashamed,Ashamed,Ashamed,Embarrassed
5222,0.9-2342654,6252197,"Steady girl , my old man 's here .
Going up !",Excited,Excited,Excited,Anticipating
5223,0.9-1736477,4696113,"You 're doing okay ? Oh , I can 't complain .
My vows of poverty and abstinence that I took 40 years ago prepared me quite well for prison life .",Confident,Confident,Faithful,Confident
5224,0.7-3834,5182271,"You 're in real trouble . Stop , don 't come near me !
Stop crying , you little baby . This is a messy room . I 'm telling . I 'm telling Daddy .
Look , Daddy , another messy boy .
Are you angry , Daddy ?
Yes . Yes , Princess .
I am very , very angry .",Furious,Furious,Furious,Angry
5225,0.9-1677369,4538129,"You were fantastic .
Thank God . I have something of yours .",Grateful,Grateful,Grateful,Grateful
5226,0.9-1663072,4499746,"I killed someone , Franz .",-,Ashamed,Guilty,Sad
5227,0.9-1434893,3889899,"Listen , Sachie . Look , about the rice balls ... ... even in Japan these days the young people go for more exotic fillings in rice balls . New varieties far outsell traditional ones .
Doesn 't that apply to Finns , too ?
We should offer local ingredients .
Crayfish .
Herrings . And reindeer meat . I really want to see business pick up . I want them to like our food .",Anticipating,Anticipating,Hopeful,Anticipating
5228,0.9-1637904,4429224,"Right . She suffered under socialism . Guys like us never sought her opinion on universal happiness . That 's no reason to want to get even . Can you imagine a law student , perhaps a future judge , prosecutor or lawyer , having that attitude ?
It 's incredible this total absence of guilt . She 's totally lacking in scruples and discernment .",Impressed,Impressed,Impressed,Proud
5229,0.9-1727878,4673265,"Wow ... All this for me ?
You act like you 've never seen a pretty fat girl before .",Jealous,Confident,Jealous,Jealous
5230,0.9-1776339,4799288,Happy Hour just got happier !,Excited,Excited,Joyful,Excited
5231,0.9-1721906,4657627,"Through The Trees "" performed by Low Shoulder All alone in an empty room , Nothing left but the memories of when ... .. I had my best friend .",Lonely,Lonely,Lonely,Lonely
5232,0.9-1481860,4015084,"Wagon Wheels . You know , I used to live on those things in college .",Neutral,Neutral,Nostalgic,Neutral
5233,0.9-1728847,4675810,"I don 't know about the outfit , boss . You kind of look like an eagle scout .
Be prepared .",Prepared,Prepared,Prepared,Prepared
5234,0.9-1667902,4513391,"Mrs. Kahn , what was Rasheed 's day like ?
He would wake up early for prayers ... have breakfast ... go to band practice .
After classes , he loved to edit the school newspaper . He volunteered at the mosque . He did his homework . He ...",Proud,Proud,Proud,Confident
5235,0.8-3721,3669100,"Is the head monk here ?
He passed on many month ago",Sad,Devastated,Sad,Sad
5236,0.9-1599751,4323229,"Take good care of the teddy bear , will you ?
My little sister treasured it . The big sister who gave me this is still next door , you know .",Sentimental,Sentimental,Sentimental,Sentimental
5237,0.9-1659996,4489615,"Are you asking us to step down ?
What a surprising turn of events .",Surprised,Surprised,Surprised,Surprised
5238,0.8-19,23571,"I don 't actually believe in ghosts myself , but ... but I did hear a woman 's voice screaming all night .",Terrified,Terrified,Afraid,Terrified
5239,0.9-1748541,4727508,"What are you looking at , Uncle ?
I will tell brother-in-law everything .",Trusting,Trusting,Trusting,Trusting
5240,0.9-1650120,4463213,"I believe you are currently outfitted with the phase 3 implant ?
Yes , that is correct .",Agreeing,Agreeing,Agreeing,Acknowledging
5241,0.9-1477771,4004119,"You made it all the way from Suribachi ?
That must have been quite a journey .",Acknowledging,Acknowledging,Acknowledging,Acknowledging
5242,0.9-1611971,4356528,"If you are ever single , I ' m looking you up .
I hope you do .",Hopeful,Hopeful,Encouraging,Hopeful
5243,0.9-2327035,6213323,"Layla .
Hey . When 'd you get back in town ?
I don 't know if I am officially , but I wasn 't gonna miss Rayna 's wedding after everything she 's done for me .
Oh , well , she 's been worried about you . We both have . So , how you holding up ?
Okay . At least I 've stopped blaming myself for not making Jeff leave that night . 'Cause then it never would have happened . But it was a freak accident . I know it wasn 't my fault now . It wasn 't anybody 's , really .
Well , I know it probably doesn 't feel this way right now , but things will get better .",Encouraging,Encouraging,Encouraging,Encouraging
5244,0.9-1789963,4836571,"My God , how much have you been smoking in here ?
Sorry about that .",Sympathizing,Acknowledging,Sympathizing,Sympathizing
5245,0.9-1673936,4529250,"You just kill a guy with an appetizer ?
I don 't know , maybe .",Questioning,Suggesting,Questioning,Questioning
5246,0.9-1613907,4361796,"If you miss it , do something .
That 's why ... I want to take a walk here
What about me ?",Questioning,Questioning,Questioning,Questioning
5247,0.9-1765439,4770987,"A fruitcake ?
Thanks , Magee ! Best Christmas ever .",Acknowledging,Acknowledging,Encouraging,Acknowledging
5248,0.9-1445679,3919501,But you came here for another reason .,Questioning,Questioning,Questioning,Questioning
5249,0.8-3925,3891119,Security is armed .,-,Terrified,neutral (Other),Apprehensive
5250,0.8-5154,5125488,"Fuck you , bitch-hole !
Just fuck her face ! Suck my cock , bitch ! Tear her tits off ! I don 't think mom is gonna call you the pretty one anymore !
Fucking bitch-faced bitch !",Furious,Furious,Furious,Angry
5251,0.9-2128201,5702267,I can 't bear it when it gets too soppy .,-,Anxious,Annoyed,Angry
5252,0.9-1554422,4203530,"This kid is quite brilliant . This is your boy , huh ?
I 'm looking forward to being surprised .",Anticipating,Anticipating,Anticipating,Excited
5253,0.7-2387,3463988,"I 'm going to let you live out this love . I 'll stay at my grandma 's .
She 's not well , I 'm worried . Nicer for you and easy for me . I feel kind of awkward .",Anxious,Anxious,Anxious,Caring
5254,0.9-1614055,4362126,"You are deaf to the situation at hand .
I don 't think we should go in together .",Suggesting,Apprehensive,Suggesting,Suggesting
5255,0.9-1713613,4634692,"Emma , I can 't even look at you as I say this . I feel like I 've brought shame into the whole of Lark Rise . There 's things I know ... Things I saw with my own eyes ... I can 't keep it in my own heart any more .",Ashamed,Ashamed,Ashamed,Guilty
5256,0.9-1590692,4299922,"Josiah !
I can 't leave until their mama comes back . I brought the baby wrens some worms .",Trusting,Trusting,Caring,Trusting
5257,0.9-1875366,5043864,"What about the conspiracy charge ?
I got Jason Williams covered .",Confident,Confident,Prepared,Confident
5258,0.9-1644776,4449225,"Riku !
It 's fine up to now today .",Content,Content,Joyful,Content
5259,0.9-1603681,4333799,"This part I like best .
Code red ! I want the truth !
It 's pretty cool .
Me Tom Cruise liked the Top Gan . I bought a jacket like the one from the movie . How We had fun together . This couch is very comfortable . As to invite you to lie .
Yes , we only one day , and never I have not been this relaxed with a girl . Now I just thought to take you off . This is the key of true friendship , You are not attracted to me ? Does not attract you even a little bit ?
Of course not . We 're friends .
Good . I 'm going home .
This is just destroyed the last bit Confidence I had .",Sad,Disappointed,Sad,Sad
5260,0.9-3067786,8281189,"If we hadn 't come by , they 'd have died in an hour .
But what are you doing here ?
Window shopping .
Conchita , don 't you have some windows to wash ?
It works , it 's ringing ! We 're rich ! I mean , you 're rich .
pauline . It 's for you .
hello ? PauIine ? Francis ? Howare you , darling ?
The lottery ticketI MoItès 's ticket ... from before you left . You 've got the validated ticket , you know the one ... Didn 't you get my message ?
On the answering machine . It 's in your fanny pack !
The fanny pack ? Are you sure ?
Ofcourse I 'm sure .
Why ? Did you win the lottery ?
Let me down .",Devastated,Disappointed,Devastated,Devastated
5261,0.9-1590991,4300719,Holy crud !,Disgusted,Disgusted,suprised (Other),Disgusted
5262,0.9-1805697,4878494,I always feel stupid .,-,Embarrassed,Ashamed,Anxious
5263,0.9-2431722,6500048,"Whoa ! Now you 've done it ! We 'll be scrap iron for sure ! We made it !
What happened to Arthur ?
Don 't worry about that now , Water Snake . Worry about our host . We 're not out of this yet . See if you can spot a way down to the mines .
Damn ! Look at all the crystals down there ! This little adventure might turn out to be very profitable .
Look ! There 's the mine elevator . Sorry , kid , you 'll have to take a rain check on the mines .
Going up !",Excited,Excited,Excited,Anticipating
5264,0.9-1760093,4757702,"This is Special Agent Travis . He 's with the F.B.I. It 's a pleasure to meet you , ma 'am .
You 're gonna help catch my husband 's killer ?
We 're doing everything in our power .",-,Faithful,Caring,Agreeing
5265,0.7-3888,5251557,"Why you hid the fact that you were sisters from me . Why Tae-yeon committed suicide .
I was so angry .",Angry,Angry,Angry,Devastated
5266,0.9-1682140,4550803,Thank you for letting me do this .,Trusting,Grateful,Trusting,Trusting
5267,0.9-1676471,4536001,"Hey , it 's me . I can be there in a half an hour .
Oh , can you ? I 'm not looking for that . I 'm looking for that . I 'm calling to see if you have anyone who should be invited to Amy 's shower . Your mom , aunt , stepsister , foster sisters .
Anyone you know who would come ? When is it ?
This afternoon .
Yeah , well , thanks for letting my family know .
I didn 't let anyone 's family know .",Guilty,Guilty,Guilty,Ashamed
5268,0.9-1443605,3913803,"We shouldn 't have left scotch for him .
I think he 'll sober up quickly .",Hopeful,Confident,Hopeful,Hopeful
5269,0.9-1657060,4481507,"I told you . Total cornball .
Check out this gear . Unbelievable .",-,Surprised,Impressed,Proud
5270,0.9-1731533,4683071,"While I was on top of the world , Tonya was just trying to get put on .",-,Annoyed (Other),Hopeful,Impressed
5271,0.9-1786761,4827690,"Hi Sister , have you had dinner ? We haven 't yet .
We 're having the Lunar New Year celebrations , very happy !",Joyful,Excited,Joyful,Joyful
5272,0.9-1729362,4677139,There is no one .,-,Lonely,Sad,Afraid
5273,0.9-1497906,4058413,"The wallet belonged to bingo zohar . I heard my parents talking a few days later about him being shot behind some blues club in point breeze . And where was this five-and-dime you found the wallet at ?
Germantown . My old neighborhood .",Nostalgic,Neutral (Other),Nostalgic,Nostalgic
5274,0.9-1759078,4755139,We 'll cross that mountain before sundown and set up camp .,-,Anticipating,Prepared,Confident
5275,0.9-1674419,4530518,"I really would like to see the top . I can really taste it .
That is top . Scott Parazynski takes last few steps to the top of the world and at 4 : 00 AM finally realizes his life-long dream .",Excited,Impressed,Excited,Excited
5276,0.8-3739,3683740,"Rory , I think your friends are here . She must be one great baby-sitter , to earn enough money for that car . Let 's just get this over with .
Take heart , my dear . Suffer today , party tonight .",-,Encouraging (Other),Sad,Lonely
5277,0.9-1631875,4411881,I think of you . I did my mourning museum . Fate has willed it so . I archive my home if anyone is interested .,-,Sentimental,Nostalgic,Sad
5278,0.9-1670911,4520900,"Daniel Larcher , Henri de Kervern .
I didn 't think that you would put yourself on the list .",Surprised,Surprised,Surprised,Surprised
5279,0.8-138,114240,A really big dog threw a 2x4 at us and we 're spinning out of control .,-,Afraid,Terrified,Devastated
5280,0.9-1764767,4769535,I 've allowed the interrogations .,Trusting,Trusting,Trusting,Terrified
5281,0.9-1674993,4531937,"If it is like this , I shall go with you .
Indeed !",Acknowledging,Acknowledging,Agreeing,Acknowledging
5282,0.9-1515663,4104068,That was nice !,Acknowledging,Acknowledging,Acknowledging,Neutral
5283,0.9-1612385,4357552,"Let 's hope she liked the music , too !",Encouraging,Encouraging,Encouraging,Consoling
5284,0.9-2391785,6385169,"All I remember about last week was waking up in front of the dark room . The rest seems as if it never happened .
I hope we can all forget , eventually .",Consoling,Consoling,Consoling,Sad
5285,0.9-1797520,4857867,"Come on , why didn ' t you turn offyour cell phone ?
Sorry It is me .",Sympathizing,Sympathizing,Sympathizing,Ashamed
5286,0.9-1686601,4563301,"Your mom home , Sparky ?
Maybe we should go in and say hi .",Suggesting,Suggesting,Suggesting,Suggesting
5287,0.9-1619627,4377059,"Kari , can you help me in the kitchen ?",Questioning,Questioning,Questioning,Questioning
5288,0.9-1769538,4781977,"Good day to you , Miss Bell !",Wishing,Wishing,Wishing,Sympathizing
5289,0.9-1486170,4026698,"She bit him in the hand .
Yes , that was your Kiki !",Agreeing,Agreeing,Acknowledging,Agreeing
5290,0.8-4036,4001363,"Nån success ?
All the windows are locked and we found no door that leads to the outside .",Afraid,Afraid,Afraid,Terrified
5291,0.8-5171,5148739,"Fuck ! Open the door !
Someone 's in here .
Okay , open the fucking door . One second , please . Open the door now !
You fuck off !",Furious,Furious,Angry,Furious
5292,0.9-2137801,5727291,"Do you see that in front ?
I am imagining what to see . Maybe they are houses . I can not tell .
No , there are trees . Everywhere trees , rocks and desert . It annoys me , Always have to look at it .",Annoyed,Annoyed,Annoyed,Furious
5293,0.9-1558560,4215120,"Thank you , Lucius . Put him down .
I 've been expecting you .",-,Anticipating,Hopeful,Excited
5294,0.7-2448,3538430,"You alright ? Aye .
How 's your dad ?
Asleep . I 've got a test tomorrow .",Anxious,Anxious,Anxious,Apprehensive
5295,0.9-1645334,4450875,"Why are you down all of a sudden ?
I am not sure about the whole thing any more .",Apprehensive,Apprehensive,Apprehensive,Afraid
5296,0.9-1726550,4669749,I 'm such a fuck-up . I love you so much .,Ashamed,Ashamed,Furious,Ashamed
5297,0.9-1591877,4303748,I 'm very concerned about Ching 's condition Please visit her when you have time,Caring,Caring,Hopeful,Caring
5298,0.9-1889550,5077948,"Get the camera ready .
Doing it !",Confident,Confident,Proud,Confident
5299,0.9-1656670,4480563,"How are you doing ?
I am fine Okay",Content,Content,Content,Content
5300,0.9-1642110,4441299,"Got scared ?
I lost my life !",-,Afraid,Sad,Devastated
5301,0.9-3079105,8313737,"I 'm quitting from today on .
Why ? You embarrassed ?
I got something else .
Hey , Sang-bong . The coach wasn 't there for me at the corner . It was more disappointing than when I went to see my father .",Disappointed,Disappointed,Disappointed,Disappointed
5302,0.9-1618941,4375001,"If she won 't celebrate , we 'll do it without her .
Shoes . A store full of stinky feet .",Disgusted,Disgusted,Disgusted,Disgusted
5303,0.9-1820277,4913808,"Honestly Benedict , why leave in such a rush ? Why be so rude to our hosts ?
I couldn 't say in front of them .",Embarrassed,Embarrassed,Ashamed,Embarrassed
5304,0.9-2470863,6615466,"Hey , there , Josey !
We 're going to Santo Rio !",Excited,Excited,Excited,Anticipating
5305,0.9-1762289,4763042,"Are you afraid ?
I 'm a good soldier .",Confident,Confident,Confident,Faithful
5306,0.7-3903,5279137,"What happened ? Leave him . What happened ?
He burnt my books ! Good he did !",Furious,Furious,Furious,Furious
5307,0.9-1686267,4562256,"So how was your visit to Prince Lahui 's grave ?
I returned safely thanks to you mother .",Grateful,Grateful,Proud,Grateful
5308,0.9-1721153,4655606,Last night I almost I hurt her boyfriend . And I think this may be the night .,Guilty,Guilty,Ashamed,Guilty
5309,0.9-1453832,3940388,"So you mean that she can see ?
If the surgery goes well , her vision can possibly be cured .",Hopeful,Hopeful,Suggesting,Hopeful
5310,0.9-1664517,4503675,"You didn 't expect that , did you ?
My men have been hiding for the last hour . I 'm impressed at your foresight and had you arrived two hours earlier , you would have found me ... poisoning the apples .",Impressed,Impressed,Impressed,Impressed
5311,0.9-1735831,4694075,Brother-in-law Look at the BIG television It 's so cool When can we get a TV like that ?,Impressed,Impressed,Impressed,Impressed
5312,0.9-1804133,4874970,"I thought the coils were closer to me .
Oh , well ... It was a good one nonetheless .
I 'm so happy !",Joyful,Excited,Joyful,Joyful
5313,0.9-1791766,4841764,"It 's empty !
No one is there .",Lonely,Sad,Lonely,Lonely
5314,0.9-1513563,4098688,"Morning , Tish !
Ah ! Smell that sea air !
Makes me long for good old British fish and chips .",Sentimental,Sentimental,Sentimental,Nostalgic
5315,0.9-1766424,4773761,"Marek ?
I 've brought the food .",Prepared,Confident,Prepared,Prepared
5316,0.9-1690690,4573579,"This is a very cold country .
Did you bring your visa and work permit ?
I 'm very sorry . I forgot them .
Special skills ?
I play all music . I run very , very fast . Like a dog .
Also , I am mathematical . I will solve any equation .
None . Qualifications ?
Top of my class at school . All A 's . The village was very proud .",Proud,Impressed,Proud,Proud
5317,0.8-3741,3685689,"You 're suing me ?
I think it 's time for you to cry .",Sad,Sentimental,Sad,Sad
5318,0.9-1638851,4432032,"Take it easy . Fuck you !
Do we have a deal ?
I want you to remember this moment .",Sentimental,Nostalgic,Sentimental,Sentimental
5319,0.9-1692731,4580119,"Where are the kids ?
Playing at Roxy 's .
I 'm surprised you noticed .",Surprised,Impressed,Surprised,Surprised
5320,0.8-160,128789,This is a terrible ghost story .,Disgusted,Afraid,Disgusted,Disgusted
5321,0.9-1768395,4779172,I was crazy to trust my sister and come here .,Trusting,Faithful,Trusting,Trusting
5322,0.9-1679987,4545151,"Are these antibiotics supposed to make you nauseous ?
Yeah , they can .",-,Acknowledging,Agreeing,Suggesting
5323,0.9-1551438,4195830,"Should I turn too ?
Yes , that would be nice .",Agreeing,Agreeing,Acknowledging,Agreeing
5324,0.9-1641570,4439863,"That 's a very nice costume , young lady . It glows in the dark .
I hope you like to dance .",Hopeful,Hopeful,Hopeful,Encouraging
5325,0.9-2417953,6461167,I hope you don 't like it and want to do something about it .,Encouraging,Encouraging,Encouraging,Consoling
5326,0.9-1803288,4873001,"I could have saved him .
Sorry , what ?",Sympathizing,Questioning,Sympathizing,Sympathizing
5327,0.9-1696276,4589444,"When I win , what will you give me ?
Maybe just this .",Suggesting,Suggesting,Suggesting,Questioning
5328,0.9-1634917,4420882,Had your milk ?,Questioning,Questioning,Questioning,Questioning
5329,0.9-1794126,4847961,"Hello , mate .",Sympathizing,Sympathizing,Questioning,Sympathizing
5330,0.9-1498520,4059695,"Can I get you alletwee ?
It is not good , but ga .",Acknowledging,Acknowledging,Acknowledging,Neutral
5331,0.8-4065,4035744,It is locked on the outside . We are truped !,Terrified,Terrified,Afraid,Terrified
5332,0.8-5214,5196925,"I can 't get a signal .
I 'll do it . I 'll do it . MOBILE BEEPS My battery 's dead and all .
I clearly said , "" Are they loaded ? "" And you said , "" No .
Shut it , Makka Pakka !",Angry,Angry,Angry,Angry
5333,0.9-2140989,5735748,"Can I study here , just for today ?
Dennis keeps distracting me .",Annoyed,Annoyed,Annoyed,Angry
5334,0.9-1577814,4265241,So I 've been waiting since Maple Springs .,Anticipating,Anticipating,Anticipating,Anticipating
5335,0.7-2486,3572416,"This is great . Case closed . We got our murderer , and we didn 't have to watch a jury screw it up .
Who wants to see a flick ?
This isn 't over . We have to go after Van Zandt .
There 's a massive conspiracy going on here . Officer Snick put a shrimp in his mouth just to protect it .
I don 't want to do 3-D . It makes me dizzy .",Terrified,Terrified,Terrified,Anxious
5336,0.9-1691369,4575785,He 's asking if we 're sure about it .,Confident,Apprehensive,Confident,Confident
5337,0.9-1730243,4679353,I 'm such a coward !,Ashamed,Ashamed,Ashamed,Ashamed
5338,0.9-1610649,4353071,"Thank you . Go to the chemist , have it dispensed .
I 'll care for her .",Caring,Caring,Caring,Faithful
5339,0.9-1890877,5081227,"And who 'd believe a greedy footman over the words of a duke ?
If you 're not careful , you 'll end up behind bars .
I 've got proof .",Confident,Confident,Confident,Confident
5340,0.9-1664773,4504481,"Happy .
Who knows where Mara is ?
For the moment , I 'll just soak up this sun .",Acknowledging,Acknowledging,Acknowledging,Joyful
5341,0.9-1645212,4450435,I thought this was destroyed .,Surprised,Surprised,Surprised,Questioning (Other)
5342,0.9-3109621,8401077,I 'm disappointed in you . I expected more from a congressman 's son .,Disappointed,Devastated,Disappointed,Disappointed
5343,0.9-1637417,4428004,"Sodomite !
Scum .",Angry,Angry,Angry,Angry
5344,0.9-1827193,4930469,Here 's me thinking I had a hole in my pocket . Look at you . You 're a mess .,Ashamed,Ashamed,Ashamed,Ashamed
5345,0.9-2491140,6677888,"Hey , B. Hey . How you holding up ?
I am thrilled .",Excited,Excited,Excited,Joyful
5346,0.9-1773380,4791837,"You can sleep in my room here .
I 'lI stay with the guys .",Content,Caring,Content,Content
